x y u v p
12.1516 39.6108 0.000113275 0.00011127 0.00010014
11.2038 39.5635 0.000207582 0.000197255 9.8519e-05
44.3154 33.2639 1.6517e-05 1.89078e-06 2.81783e-05
44.0734 33.3463 1.98873e-05 2.21959e-06 2.79934e-05
35.1579 33.905 3.04828e-05 -6.43445e-06 2.13799e-05
1.95463 40.7223 0.000850635 0.000154323 9.08013e-05
13.269 39.8955 1.96194e-35 -1.06744e-35 0.000100003
12.7418 40.1105 0.000120656 0.000105405 9.82097e-05
46.7659 33.1992 3.51352e-06 1.47964e-06 3.10337e-05
7.25849 39.2408 0.000453504 0.000281222 9.31121e-05
6.321 39.2548 0.000508945 0.000271023 9.232e-05
13.7609 40.3149 1.99474e-35 -1.14604e-35 9.73856e-05
47.275 33.2047 1.58972e-06 1.217e-06 3.17377e-05
11.7155 40.0316 0.000229157 0.000202142 9.73481e-05
4.43698 40.1757 0.000709607 0.000263652 9.05868e-05
3.32067 40.6778 0.000808952 0.000232428 9.01209e-05
5.34432 39.4014 0.000577125 0.000257777 9.17013e-05
8.30938 39.6302 0.000438143 0.000306319 9.35885e-05
9.27992 39.8128 0.000398638 0.000306147 9.44167e-05
10.2508 39.5993 0.000295797 0.000258463 9.66127e-05
30.5887 34.5905 1.86593e-06 -7.23214e-07 1.51149e-05
31.3601 34.9216 1.16828e-05 -8.56815e-06 1.5823e-05
31.884 34.8716 1.73903e-05 -1.15089e-05 1.66343e-05
30.9106 34.9139 6.66744e-06 -5.12063e-06 1.51515e-05
32.7751 34.4984 2.06937e-05 -1.09261e-05 1.81084e-05
33.3502 34.3566 2.41125e-05 -1.06039e-05 1.8958e-05
35.4939 33.9821 3.57938e-05 -6.86961e-06 2.17006e-05
35.7783 33.8617 3.42682e-05 -5.62991e-06 2.20431e-05
36.3663 33.7774 3.57273e-05 -4.48502e-06 2.26301e-05
36.0666 33.8701 3.67494e-05 -5.42901e-06 2.23176e-05
34.2876 34.208 3.07405e-05 -9.67027e-06 2.02308e-05
33.9486 34.2127 2.71763e-05 -9.61782e-06 1.98058e-05
34.8937 34.1131 3.42737e-05 -8.52507e-06 2.09904e-05
34.6212 34.2725 3.63226e-05 -1.03296e-05 2.06057e-05
1.13532 41.9353 0.000996087 0.00011133 8.93147e-05
0 42.6683 0.00108037 5.68113e-36 8.87435e-05
49.4281 33.657 -4.86825e-07 -1.1388e-06 3.42479e-05
49.7671 33.7975 -2.40506e-07 -1.11968e-06 3.45156e-05
50.1067 33.957 2.95637e-36 -4.93405e-37 3.48226e-05
33.7807 34.48 3.25974e-05 -1.26334e-05 1.94709e-05
40.9388 33.4861 3.57068e-05 7.67971e-07 2.57618e-05
41.1969 33.3954 3.17547e-05 8.11911e-07 2.59029e-05
40.574 33.8283 5.02339e-05 8.26754e-07 2.5572e-05
40.8555 33.7017 4.45323e-05 1.02015e-06 2.57363e-05
39.7067 33.7197 4.58848e-05 -3.67532e-07 2.50336e-05
40.0038 33.8827 5.29079e-05 -2.81306e-10 2.52148e-05
38.5126 33.8589 4.9558e-05 -2.23419e-06 2.42555e-05
39.3854 33.9034 5.33905e-05 -9.94739e-07 2.48216e-05
39.0668 34.0133 5.76182e-05 -1.73091e-06 2.46033e-05
38.785 33.9957 5.61642e-05 -2.19515e-06 2.44174e-05
37.6551 33.6605 3.8507e-05 -2.55896e-06 2.3706e-05
37.4086 33.8278 4.3736e-05 -3.6185e-06 2.34727e-05
37.1058 33.8806 4.40926e-05 -4.29843e-06 2.32176e-05
36.7208 33.8256 3.97112e-05 -4.4297e-06 2.29201e-05
30.1602 34.8079 7.16993e-07 -3.93145e-08 1.42154e-05
29.7335 34.7934 -1.38158e-36 -2.89934e-37 1.36075e-05
37.9327 33.8341 4.64301e-05 -2.96039e-06 2.38584e-05
38.2052 33.9938 5.41225e-05 -3.19954e-06 2.40168e-05
40.3104 34.0586 6.05301e-05 6.00505e-07 2.54146e-05
47.3977 33.401 2.61841e-06 1.87527e-06 3.20009e-05
47.702 33.3068 8.04381e-07 1.17817e-06 3.23668e-05
47.0687 33.3194 3.34144e-06 1.82294e-06 3.15124e-05
48.0091 33.2975 -8.96248e-08 7.85729e-07 3.27623e-05
48.6521 33.3165 -9.8025e-07 -7.57072e-08 3.3499e-05
48.8651 33.5107 -6.73896e-07 -3.1347e-07 3.37796e-05
49.0992 33.7223 -3.2551e-07 -6.37201e-07 3.4101e-05
41.5033 33.5456 3.69194e-05 1.36709e-06 2.61203e-05
41.7372 33.3649 2.94757e-05 1.09416e-06 2.62277e-05
45.079 33.3109 1.37002e-05 2.28699e-06 2.89919e-05
45.4239 33.2294 1.02735e-05 1.88416e-06 2.93348e-05
44.7693 33.3788 1.69719e-05 2.6101e-06 2.86979e-05
48.3404 33.2989 -7.11188e-07 3.47733e-07 3.31626e-05
43.775 33.3273 2.08053e-05 2.0136e-06 2.7716e-05
43.3232 33.2292 1.98165e-05 1.42727e-06 2.72938e-05
43.1045 33.3105 2.31855e-05 1.65299e-06 2.71578e-05
42.7648 33.2925 2.38575e-05 1.43009e-06 2.68961e-05
42.4142 33.3581 2.72847e-05 1.4729e-06 2.66721e-05
45.7856 33.2509 8.81332e-06 1.98025e-06 2.97814e-05
46.0841 33.258 7.39997e-06 1.97265e-06 3.01611e-05
46.2971 33.1202 4.63079e-06 1.29728e-06 3.03569e-05
44.5192 33.435 1.98307e-05 2.86407e-06 2.84711e-05
42.075 33.3904 2.94981e-05 1.37169e-06 2.64527e-05
43.5338 33.3941 2.39388e-05 2.22192e-06 2.75413e-05
46.5436 33.3056 5.70594e-06 2.06925e-06 3.07916e-05
32.4444 34.7718 2.27109e-05 -1.31432e-05 1.75039e-05
33.1411 34.666 2.9459e-05 -1.40541e-05 1.85313e-05
12.2707 40.4728 0.000247729 0.0002005 9.57682e-05
10.9216 40.3988 0.000364987 0.000290745 9.47481e-05
44.2925 33.5611 2.46676e-05 3.54151e-06 2.83096e-05
43.9882 33.5952 2.75973e-05 3.5842e-06 2.80362e-05
35.2351 34.285 4.33886e-05 -1.00333e-05 2.12981e-05
2.40828 41.6343 0.00094224 0.000204212 8.90622e-05
13.2617 40.5784 0.00014185 0.000109401 9.56149e-05
12.746 40.9342 0.000287855 0.000209861 9.35627e-05
46.8168 33.4193 5.65795e-06 2.50659e-06 3.12198e-05
6.41504 40.0458 0.000601971 0.000314975 9.12361e-05
7.48187 40.2162 0.000567319 0.000339658 9.16504e-05
14.3 40.7165 2.01607e-35 -1.21551e-35 9.4036e-05
13.8092 41.0059 0.000162746 0.00011032 9.27083e-05
11.6861 40.7426 0.00035933 0.000274757 9.40948e-05
29.655 35.1039 -1.35629e-36 -3.65797e-37 1.27429e-05
47.6347 33.5317 2.69276e-06 2.12994e-06 3.23804e-05
36.8419 34.0843 5.02403e-05 -5.99856e-06 2.29328e-05
47.2248 33.5989 5.49925e-06 3.09574e-06 3.18637e-05
4.5541 41.4278 0.000857974 0.000315423 8.87126e-05
5.51885 40.6492 0.000722072 0.000321003 9.00117e-05
3.34841 42.2117 0.000987859 0.000276364 8.76334e-05
8.7888 40.8378 0.000584016 0.000377916 9.13255e-05
9.95976 40.5869 0.000469664 0.000343454 9.30187e-05
30.5255 35.0993 4.64994e-06 -3.99755e-06 1.43071e-05
30.982 35.357 1.33957e-05 -1.12164e-05 1.48072e-05
31.5116 35.3266 2.12099e-05 -1.55331e-05 1.57322e-05
31.9477 35.3725 2.98596e-05 -1.96946e-05 1.64107e-05
32.374 35.1676 3.16654e-05 -1.87492e-05 1.71905e-05
32.8558 34.9486 3.32024e-05 -1.73042e-05 1.80054e-05
33.5498 34.8107 3.94652e-05 -1.68645e-05 1.90257e-05
35.6353 34.4249 5.27129e-05 -1.10024e-05 2.16704e-05
35.8544 34.1718 4.55037e-05 -8.18179e-06 2.19892e-05
36.2008 34.1354 4.7217e-05 -7.38143e-06 2.23371e-05
36.4996 34.1804 5.13952e-05 -7.28779e-06 2.25978e-05
34.3114 34.533 4.09474e-05 -1.35032e-05 2.01232e-05
34.8686 34.5349 4.79838e-05 -1.32392e-05 2.07876e-05
1.71072 42.9869 0.00110423 0.000172886 8.68412e-05
0 44.2278 0.00124606 6.98585e-36 8.48006e-05
49.2739 33.9716 9.84245e-08 -7.53476e-07 3.44461e-05
49.5505 34.0426 -8.12678e-08 -1.16992e-06 3.47265e-05
49.8682 34.1185 -1.49076e-07 -1.05122e-06 3.50241e-05
50.149 34.2201 3.18134e-36 -6.1842e-37 3.53499e-05
34.0289 34.8508 4.78584e-05 -1.78444e-05 1.96408e-05
41.2034 33.768 4.65837e-05 1.58458e-06 2.59668e-05
40.8619 33.9754 5.61256e-05 1.51266e-06 2.57707e-05
40.6362 34.2228 6.76007e-05 1.49076e-06 2.564e-05
39.6979 34.074 6.12183e-05 -6.11186e-07 2.50149e-05
40.0157 34.2541 6.95585e-05 2.84458e-08 2.52227e-05
38.4968 34.1904 6.37881e-05 -3.39473e-06 2.41877e-05
39.3661 34.2565 6.91464e-05 -1.55878e-06 2.47837e-05
38.7791 34.3403 7.16047e-05 -3.2428e-06 2.43681e-05
39.054 34.4492 7.75549e-05 -2.80478e-06 2.45515e-05
37.665 34.0271 5.30126e-05 -4.27576e-06 2.36114e-05
37.3872 34.1972 5.84915e-05 -5.77169e-06 2.33488e-05
37.1308 34.2757 6.00717e-05 -6.8246e-06 2.31177e-05
30.0243 35.2221 1.3887e-06 -1.50345e-06 1.32122e-05
37.9121 34.2267 6.27823e-05 -4.84034e-06 2.37516e-05
38.1863 34.3372 6.90838e-05 -4.74791e-06 2.39361e-05
40.3359 34.4493 7.86635e-05 9.84032e-07 2.54454e-05
47.5004 33.7638 5.79581e-06 3.61811e-06 3.23151e-05
47.8821 33.6268 2.39466e-06 2.09214e-06 3.27454e-05
46.9498 33.6323 7.62295e-06 3.65164e-06 3.15096e-05
48.2049 33.6068 1.01426e-06 1.30535e-06 3.31338e-05
48.5221 33.57 -2.12165e-08 4.83202e-07 3.34768e-05
48.7421 33.7666 3.75078e-07 3.42632e-07 3.38142e-05
48.9732 34.0236 9.50268e-07 2.7156e-07 3.42214e-05
41.8829 33.6128 3.84358e-05 1.91499e-06 2.63833e-05
41.6306 33.8538 4.89091e-05 2.41495e-06 2.6265e-05
44.9591 33.6206 2.17489e-05 4.22451e-06 2.90304e-05
45.308 33.5389 1.73144e-05 3.71997e-06 2.93786e-05
45.626 33.4823 1.39616e-05 3.34689e-06 2.97214e-05
44.601 33.7192 2.70643e-05 4.79933e-06 2.86987e-05
43.6707 33.6474 3.12048e-05 3.68469e-06 2.77713e-05
43.3353 33.5738 3.06997e-05 3.00986e-06 2.74526e-05
43.0095 33.5558 3.17437e-05 2.6713e-06 2.71819e-05
42.663 33.5368 3.26528e-05 2.31516e-06 2.69109e-05
42.2806 33.6313 3.76974e-05 2.36972e-06 2.66639e-05
45.9819 33.481 1.16087e-05 3.2854e-06 3.01584e-05
46.3113 33.4297 8.69764e-06 2.85489e-06 3.05528e-05
46.5955 33.6093 9.65169e-06 3.84133e-06 3.10234e-05
33.2897 35.2232 4.91651e-05 -2.30287e-05 1.85033e-05
12.1768 41.4675 0.000462687 0.000308343 9.09224e-05
11.2968 41.3162 0.000503566 0.00034557 9.14269e-05
10.489 41.3683 0.000570308 0.000380798 9.09029e-05
44.2575 33.8509 3.36929e-05 5.57419e-06 2.84112e-05
43.9043 33.8732 3.71223e-05 5.42102e-06 2.80801e-05
35.3231 34.6987 5.9808e-05 -1.46695e-05 2.12403e-05
13.2066 41.4454 0.000354029 0.000228007 9.06865e-05
6.60199 41.0495 0.000727113 0.000367751 8.96197e-05
7.58568 41.3699 0.00072825 0.000400116 8.9335e-05
14.1565 41.6006 0.000276837 0.000160589 8.8658e-05
14.8863 41.0936 2.02781e-35 -1.2785e-35 9.03721e-05
29.5606 35.4317 -1.30221e-36 -4.63117e-37 1.17812e-05
36.8407 34.4198 6.39596e-05 -8.57187e-06 2.28273e-05
47.1694 33.8977 9.95471e-06 5.21473e-06 3.19386e-05
29.4479 35.7766 -1.20139e-36 -5.79009e-37 1.06649e-05
47.7347 33.9454 6.48223e-06 4.22648e-06 3.27176e-05
45.834 33.6961 1.68994e-05 4.86246e-06 3.0091e-05
42.5738 33.7717 4.17166e-05 3.30801e-06 2.69206e-05
48.6588 34.0692 2.39509e-06 1.64788e-06 3.39307e-05
6.00364 42.0784 0.000894149 0.000392253 8.75772e-05
4.6882 42.8299 0.00103284 0.000361882 8.6226e-05
3.15157 43.744 0.00117313 0.000291106 8.48049e-05
8.39154 42.1922 0.000822767 0.000444241 8.77394e-05
9.70378 41.9282 0.000717918 0.000429473 8.88367e-05
30.5193 35.6501 1.07727e-05 -1.08614e-05 1.35591e-05
31.2023 35.7889 2.62374e-05 -2.12033e-05 1.48147e-05
31.7941 35.8426 4.06327e-05 -2.79918e-05 1.588e-05
32.3514 35.6998 4.79671e-05 -2.87263e-05 1.68979e-05
32.8164 35.4592 4.88684e-05 -2.60085e-05 1.77235e-05
33.7913 35.2876 6.04108e-05 -2.48067e-05 1.91719e-05
36.1068 34.5341 6.19856e-05 -1.12721e-05 2.21088e-05
35.7912 34.8931 7.38313e-05 -1.60697e-05 2.16788e-05
36.4703 34.5898 6.79655e-05 -1.09841e-05 2.24397e-05
34.5353 34.8714 5.6011e-05 -1.80073e-05 2.02676e-05
34.9836 34.998 6.75861e-05 -1.92664e-05 2.07569e-05
1.50002 44.5173 0.00127374 0.000165215 8.36189e-05
0 46 0.00143436 8.08051e-36 8.01272e-05
49.2485 34.338 1.44549e-06 3.05043e-07 3.48153e-05
49.6092 34.4237 5.16917e-07 -6.21095e-07 3.52936e-05
49.9431 34.44 -4.04087e-08 -8.27921e-07 3.56549e-05
50.2018 34.4988 3.43053e-36 -7.57728e-37 3.60155e-05
34.2431 35.2276 6.57173e-05 -2.37499e-05 1.97842e-05
41.3815 34.0905 5.98188e-05 2.77741e-06 2.61351e-05
41.0591 34.1666 6.41501e-05 2.33001e-06 2.5923e-05
40.6512 34.6487 8.80305e-05 2.28884e-06 2.56764e-05
40.9294 34.4869 7.94327e-05 2.83085e-06 2.58646e-05
39.693 34.4312 7.78105e-05 -9.06761e-07 2.49999e-05
40.0047 34.6418 8.83103e-05 2.13129e-09 2.52155e-05
38.4229 34.5535 8.03047e-05 -5.09038e-06 2.40788e-05
39.3787 34.6546 8.83669e-05 -2.22325e-06 2.47679e-05
38.7128 34.7666 9.20741e-05 -4.99854e-06 2.42694e-05
39.0314 34.8406 9.70047e-05 -4.00618e-06 2.4501e-05
37.6378 34.4851 7.27435e-05 -7.02705e-06 2.34817e-05
37.2284 34.6991 7.96823e-05 -9.80656e-06 2.30918e-05
29.9248 35.6528 2.89924e-06 -4.14858e-06 1.22008e-05
37.995 34.681 8.42271e-05 -7.15476e-06 2.37281e-05
40.3184 34.8382 9.82258e-05 1.29742e-06 2.54441e-05
47.4028 34.142 1.19538e-05 6.71497e-06 3.23774e-05
48.0516 33.9727 4.76408e-06 3.42101e-06 3.31407e-05
46.8147 33.9003 1.28721e-05 5.81993e-06 3.14642e-05
48.388 33.9412 2.67593e-06 2.09099e-06 3.35331e-05
48.8848 34.3501 3.28663e-06 2.05528e-06 3.44227e-05
42.0173 33.9057 4.95729e-05 3.18136e-06 2.65477e-05
41.7559 34.2068 6.35275e-05 4.00034e-06 2.64213e-05
44.8391 33.951 3.1936e-05 6.83916e-06 2.90617e-05
45.1986 33.8708 2.64535e-05 6.29372e-06 2.94244e-05
45.5287 33.8212 2.23008e-05 5.91942e-06 2.9785e-05
44.5024 34.0813 3.91354e-05 7.75611e-06 2.87606e-05
43.525 33.9128 4.12576e-05 5.29149e-06 2.775e-05
43.1984 33.8718 4.19506e-05 4.6218e-06 2.74531e-05
42.8779 33.8177 4.18543e-05 3.91058e-06 2.71719e-05
42.3416 33.9382 4.9396e-05 3.82193e-06 2.67936e-05
46.1881 33.7248 1.47009e-05 4.96281e-06 3.05515e-05
46.4826 33.8731 1.51845e-05 5.97522e-06 3.10102e-05
33.6643 35.7711 7.88012e-05 -3.40227e-05 1.88532e-05
33.1757 35.7829 6.89893e-05 -3.36907e-05 1.81482e-05
11.1938 42.2111 0.000691987 0.000409981 8.80495e-05
12.4628 42.2735 0.000623045 0.000356452 8.72333e-05
44.1385 34.1398 4.44794e-05 7.87945e-06 2.84141e-05
43.7477 34.1541 4.841e-05 7.45759e-06 2.8043e-05
35.4336 35.1447 8.05223e-05 -2.03574e-05 2.12233e-05
13.4077 42.2275 0.00053441 0.000292511 8.64255e-05
7.13662 42.9188 0.00098162 0.000449879 8.59555e-05
14.9343 42.0107 0.00029965 0.000145918 8.44074e-05
14.2261 42.4294 0.000513359 0.000251517 8.39853e-05
15.5176 41.4391 2.01796e-35 -1.33166e-35 8.60225e-05
36.7799 34.7576 7.84635e-05 -1.1728e-05 2.26847e-05
47.0137 34.2135 1.70064e-05 8.36695e-06 3.1886e-05
29.7333 36.0601 3.95713e-06 -6.37416e-06 1.09812e-05
29.3153 36.1368 -1.05868e-36 -7.25928e-37 9.50784e-06
47.726 34.2664 1.10684e-05 6.79371e-06 3.28809e-05
45.8309 34.0018 2.4054e-05 7.54174e-06 3.02405e-05
42.6553 34.0744 5.31915e-05 5.08187e-06 2.70741e-05
48.5381 34.3814 5.84317e-06 4.06101e-06 3.40174e-05
16.1911 41.7462 1.99444e-35 -1.368e-35 8.09495e-05
29.1593 36.5135 -8.62786e-37 -9.06464e-37 8.2734e-06
28.9774 36.9052 -6.08234e-37 -1.11931e-36 7.04802e-06
17.647 42.2192 1.88239e-35 -1.40406e-35 6.95769e-05
50.2665 34.7934 3.70222e-36 -9.13699e-37 3.67949e-05
16.9029 42.0083 1.95275e-35 -1.40126e-35 7.58798e-05
36.8477 35.0462 9.30395e-05 -1.43262e-05 2.26768e-05
17.0797 42.6009 0.000257375 7.06797e-05 7.17148e-05
45.0721 34.1788 3.67298e-05 9.17732e-06 2.9422e-05
11.6503 43.1831 0.000877322 0.00044403 8.43367e-05
32.1837 36.2695 6.64821e-05 -4.13227e-05 1.63891e-05
5.9781 43.9091 0.00115376 0.000437164 8.40065e-05
4.49327 44.5656 0.00126031 0.00037954 8.29382e-05
2.60504 45.5499 0.00138662 0.000262111 8.12251e-05
8.15705 43.7329 0.00108692 0.000488958 8.41146e-05
9.23033 43.1757 0.000962897 0.000482472 8.5281e-05
10.3641 43.2712 0.000944637 0.000477714 8.47255e-05
30.2551 36.1671 1.46867e-05 -1.67439e-05 1.23357e-05
30.8926 36.2618 3.20863e-05 -2.84304e-05 1.38036e-05
31.5278 36.3417 5.17829e-05 -3.79967e-05 1.51202e-05
32.7457 36.1545 7.56954e-05 -4.10922e-05 1.73669e-05
34.3346 35.6878 8.8167e-05 -3.18827e-05 1.97751e-05
36.2774 35.044 8.66918e-05 -1.64139e-05 2.21314e-05
35.8214 35.4535 0.000101237 -2.34654e-05 2.1567e-05
34.7256 35.3721 8.0138e-05 -2.55475e-05 2.03416e-05
35.2538 35.5474 9.73814e-05 -2.70237e-05 2.09211e-05
1.5511 47.1035 0.00155629 0.000167547 7.78455e-05
0 48.0131 0.00164824 8.54363e-36 7.52254e-05
48.9567 34.6775 5.54654e-06 3.92139e-06 3.48327e-05
49.3949 34.7985 3.13605e-06 2.08672e-06 3.55755e-05
49.8682 34.7925 5.78713e-07 -7.71983e-08 3.62371e-05
41.311 34.4884 7.83075e-05 3.9854e-06 2.6141e-05
40.6239 35.0528 0.000109204 2.99204e-06 2.56792e-05
41.0316 34.9102 0.000100467 4.45963e-06 2.59766e-05
39.6992 34.8484 9.87682e-05 -1.26933e-06 2.49925e-05
40.1086 35.1016 0.000112508 5.21617e-07 2.52917e-05
38.3492 34.9505 9.98405e-05 -7.33171e-06 2.39661e-05
39.2977 35.0786 0.000110414 -3.47024e-06 2.46859e-05
38.7708 35.2117 0.000115989 -6.59263e-06 2.42706e-05
37.595 34.9444 9.4585e-05 -1.04369e-05 2.33544e-05
37.179 35.2976 0.000109423 -1.53821e-05 2.29283e-05
37.9913 35.123 0.000106786 -1.00004e-05 2.36552e-05
47.2946 34.5119 2.02176e-05 1.08864e-05 3.24192e-05
48.1645 34.356 8.51421e-06 5.73281e-06 3.35186e-05
46.6041 34.1901 2.074e-05 8.85503e-06 3.13256e-05
42.2748 34.2363 6.22317e-05 5.28598e-06 2.6816e-05
42.038 34.4694 7.40327e-05 6.01081e-06 2.66827e-05
41.6816 34.563 8.03113e-05 5.43845e-06 2.64259e-05
44.7178 34.3431 4.59941e-05 1.0604e-05 2.90979e-05
45.4003 34.2041 3.40582e-05 9.5985e-06 2.98144e-05
44.3546 34.4282 5.302e-05 1.10195e-05 2.87439e-05
43.3433 34.2205 5.42945e-05 7.32808e-06 2.76981e-05
43.0111 34.1805 5.51765e-05 6.41755e-06 2.73978e-05
46.2286 34.0664 2.17183e-05 7.98649e-06 3.07757e-05
33.2939 36.3461 9.89809e-05 -4.70053e-05 1.8181e-05
33.8879 36.3921 0.000116069 -4.77245e-05 1.90418e-05
34.1485 36.0348 0.000102125 -3.91927e-05 1.945e-05
12.804 43.1622 0.000816751 0.000395091 8.32135e-05
43.9451 34.4097 5.64922e-05 1.01216e-05 2.83227e-05
43.5197 34.4905 6.38778e-05 1.00104e-05 2.7944e-05
13.7955 43.1924 0.000766374 0.000341797 8.14287e-05
7.38688 44.8238 0.0012739 0.000489695 8.18719e-05
14.8657 42.9973 0.000630278 0.000256879 7.95806e-05
15.7134 42.4018 0.000338109 0.00013425 7.94992e-05
46.7743 34.5171 2.67025e-05 1.23242e-05 3.17063e-05
29.7762 36.5437 1.15226e-05 -1.59629e-05 1.05112e-05
47.7723 34.5707 1.58663e-05 9.7049e-06 3.3116e-05
46.0156 34.289 2.97016e-05 1.04986e-05 3.06057e-05
45.6609 34.3941 3.69323e-05 1.18006e-05 3.02115e-05
42.7253 34.4167 6.72356e-05 7.49316e-06 2.7222e-05
48.5097 34.7624 1.08499e-05 7.69423e-06 3.42772e-05
16.403 42.8328 0.000428224 0.000135226 7.42673e-05
29.4489 36.8995 1.07218e-05 -1.60767e-05 9.02715e-06
29.2771 37.3549 1.73062e-05 -2.40329e-05 8.17325e-06
28.7671 37.3102 -2.82794e-37 -1.38143e-36 5.86485e-06
17.8412 42.8556 0.000302205 5.9472e-05 6.58749e-05
18.4165 42.3738 1.8111e-35 -1.39131e-35 6.31335e-05
50.0272 35.1386 8.2553e-07 7.95983e-07 3.71576e-05
50.345 35.1039 4.01723e-36 -1.089e-36 3.77132e-05
36.6081 35.3649 0.000106869 -1.88498e-05 2.23844e-05
17.2038 43.275 0.000539062 0.000125178 6.83192e-05
44.9976 34.4994 4.84044e-05 1.26839e-05 2.94689e-05
10.901 44.2687 0.00113101 0.000495893 8.15107e-05
12.333 44.1045 0.00106109 0.000453513 8.04988e-05
31.9012 36.9001 8.89947e-05 -5.7977e-05 1.56911e-05
32.4943 36.8212 0.000103168 -5.85612e-05 1.68026e-05
70 32.5 9.71636e-37 9.51158e-37 -3.39378e-05
50.4397 35.4326 4.35513e-36 -1.27961e-36 3.86964e-05
28.5248 37.7276 1.246e-37 -1.69354e-36 4.75522e-06
19.9999 42.5 1.61308e-35 -1.30796e-35 4.92756e-05
70.1667 32.5 -2.43711e-40 1.88672e-36 -3.39603e-05
70.0882 32.5898 -1.43646e-09 1.61966e-09 -3.3936e-05
19.2037 42.4682 1.72127e-35 -1.36064e-35 5.64228e-05
0 50.2997 0.00189119 8.06255e-36 7.06924e-05
11.7555 44.9382 0.00125737 0.000487917 7.87574e-05
6.00291 45.8345 0.00142608 0.000450521 8.02102e-05
4.41564 46.4103 0.00149479 0.000376775 7.93831e-05
3.25162 47.4671 0.00161141 0.00029804 7.74435e-05
9.273 44.8533 0.00126433 0.000514781 8.10317e-05
30.4663 36.8257 3.86898e-05 -3.79109e-05 1.23727e-05
31.1768 36.982 6.91033e-05 -5.38492e-05 1.41253e-05
33.013 36.9219 0.000124674 -6.25317e-05 1.76685e-05
34.6345 36.3508 0.000130457 -4.44514e-05 2.0034e-05
34.9937 35.9243 0.000112918 -3.45125e-05 2.05409e-05
36.2797 35.7147 0.000121934 -2.49854e-05 2.19938e-05
35.7623 36.0672 0.000134706 -3.32687e-05 2.13964e-05
2.2479 49.0951 0.00178139 0.000205604 7.43421e-05
48.9821 35.1226 1.04131e-05 8.34615e-06 3.53269e-05
49.588 35.2711 4.98856e-06 4.80837e-06 3.65573e-05
41.5213 34.9112 9.8506e-05 6.54655e-06 2.63499e-05
40.6657 35.4177 0.000129701 4.04694e-06 2.57263e-05
41.274 35.2878 0.000120101 7.12744e-06 2.61949e-05
39.6905 35.2763 0.000122147 -1.76136e-06 2.49763e-05
40.124 35.5284 0.000137044 7.82773e-07 2.53086e-05
38.2845 35.4422 0.000126481 -1.05394e-05 2.3859e-05
39.2364 35.5276 0.000135905 -5.00921e-06 2.46152e-05
38.7887 35.6535 0.000141793 -8.47707e-06 2.4252e-05
37.69 35.416 0.000120617 -1.3778e-05 2.3361e-05
37.3842 35.7953 0.000139976 -1.91775e-05 2.30411e-05
36.8474 35.8064 0.000134653 -2.28267e-05 2.25393e-05
47.552 34.8997 2.58706e-05 1.49741e-05 3.29825e-05
47.07 34.9034 3.31147e-05 1.68895e-05 3.22923e-05
48.0701 34.834 1.73034e-05 1.13293e-05 3.37006e-05
46.309 34.5249 3.28243e-05 1.31337e-05 3.10912e-05
42.375 34.6754 8.16144e-05 8.3286e-06 2.6994e-05
41.9905 34.8917 9.48673e-05 8.36916e-06 2.67185e-05
44.5398 34.8195 6.65854e-05 1.59249e-05 2.90747e-05
45.3127 34.6935 5.15125e-05 1.54307e-05 2.99109e-05
44.1511 34.7418 6.79986e-05 1.41115e-05 2.86377e-05
43.1346 34.6456 7.41825e-05 1.0429e-05 2.76368e-05
33.6571 36.9425 0.000144227 -6.22945e-05 1.86573e-05
34.3234 36.8308 0.000153944 -5.68238e-05 1.95894e-05
13.4848 44.1828 0.00104407 0.000406314 7.83083e-05
43.7758 34.7277 7.15722e-05 1.30121e-05 2.82588e-05
43.4964 34.9876 8.66168e-05 1.49693e-05 2.80581e-05
14.6917 44.0522 0.000961568 0.00033401 7.58736e-05
7.94094 46.4073 0.00152224 0.000499122 7.84584e-05
15.6633 43.4468 0.00071714 0.000236727 7.49161e-05
46.5463 34.8604 3.9699e-05 1.74776e-05 3.15488e-05
29.9399 37.2362 3.66343e-05 -4.04659e-05 1.06417e-05
45.9483 34.6799 4.24252e-05 1.5434e-05 3.06889e-05
45.6252 34.8976 5.47652e-05 1.85047e-05 3.03615e-05
42.7418 34.8483 8.71499e-05 1.0921e-05 2.73388e-05
48.4454 35.1872 1.90298e-05 1.37026e-05 3.45182e-05
16.6555 43.762 0.000764568 0.000191225 6.95696e-05
29.0225 37.8364 2.48677e-05 -3.2233e-05 7.21353e-06
29.6425 37.8065 5.12811e-05 -5.50827e-05 9.67133e-06
17.812 43.7367 0.000692073 0.000117733 6.36041e-05
18.5318 43.0932 0.000369333 4.80355e-05 6.04633e-05
50.1274 35.5373 1.75756e-06 2.62038e-06 3.81309e-05
44.9524 34.8633 6.29724e-05 1.72741e-05 2.95467e-05
10.3849 45.4746 0.00137338 0.000514701 7.8793e-05
12.9037 45.3363 0.00133326 0.00045512 7.58494e-05
32.4797 37.5356 0.000148814 -8.18244e-05 1.67749e-05
31.6194 37.5981 0.000121647 -8.07495e-05 1.51094e-05
69.9985 32.6717 2.0054e-36 3.57562e-38 -3.39073e-05
50.552 35.7766 4.71628e-36 -1.48074e-36 3.97562e-05
28.2473 38.1553 6.18201e-37 -2.07602e-36 3.88677e-06
28.6963 38.2486 2.86907e-05 -3.5471e-05 6.16668e-06
