x y u v p
74.7641 33.5279 1.75537e-05 -3.63522e-06 -2.92903e-05
71.0516 33.5055 -7.2653e-07 4.67581e-07 -3.38428e-05
70.7854 33.6414 -5.38281e-07 8.86858e-07 -3.41197e-05
25.472 44.7218 0.00109939 -0.000300379 2.74495e-05
24.7388 45.733 0.00136533 -0.000279471 3.20185e-05
73.4732 33.725 1.20729e-05 -4.73486e-06 -3.09924e-05
27.7422 43.1883 0.000767527 -0.000316151 1.97455e-05
28.888 43.3368 0.000836854 -0.000328695 2.02266e-05
75.5018 33.2283 1.47736e-05 -1.76579e-06 -2.83362e-05
75.1898 33.2542 1.38602e-05 -1.95061e-06 -2.86696e-05
77.0464 33.1788 1.9554e-05 -1.12385e-06 -2.69892e-05
76.803 33.1716 1.85287e-05 -1.17861e-06 -2.71689e-05
77.2749 33.3241 2.50525e-05 -1.52217e-06 -2.68798e-05
77.5859 33.3977 2.86775e-05 -1.60634e-06 -2.66853e-05
75.8124 33.2405 1.65125e-05 -1.74718e-06 -2.80445e-05
76.0608 33.2453 1.77535e-05 -1.69758e-06 -2.782e-05
27.1341 44.0669 0.000961429 -0.000332345 2.29159e-05
26.1964 44.0484 0.000933338 -0.000309563 2.39329e-05
77.8868 33.2741 2.52285e-05 -1.06592e-06 -2.64428e-05
78.0062 33.0998 1.94377e-05 -6.15169e-07 -2.63165e-05
78.1195 32.9565 1.47592e-05 -3.41311e-07 -2.62051e-05
76.3044 33.3 2.03769e-05 -1.85739e-06 -2.76339e-05
76.5322 33.1057 1.56838e-05 -1.03139e-06 -2.73496e-05
69.8933 33.957 2.95613e-36 4.93285e-37 -3.48198e-05
79.716 32.8385 1.18471e-05 -2.89012e-08 -2.53497e-05
78.9508 32.873 1.27539e-05 -1.29609e-07 -2.57312e-05
79.157 32.9526 1.57257e-05 -1.52389e-07 -2.56388e-05
79.5368 32.9416 1.55194e-05 -7.96202e-08 -2.5444e-05
79.4 33.0728 2.0265e-05 -1.71771e-07 -2.55255e-05
50.8847 38.8598 9.788e-05 9.21483e-05 4.15601e-05
50.286 38.9583 0.000142775 0.000117453 3.94197e-05
37.986 40.4102 0.000570573 -5.84117e-05 2.37704e-05
16.3533 54.0331 0.00284132 0.000139764 5.80996e-05
18.3855 52.7704 0.00273932 8.96767e-05 5.41682e-05
82.6344 32.6517 4.31182e-06 5.33656e-08 -2.38835e-05
82.9403 32.7963 8.1277e-06 2.21331e-07 -2.36165e-05
82.7509 32.79 8.21342e-06 2.0003e-07 -2.37471e-05
83.1896 32.6974 5.09119e-06 1.0648e-07 -2.3493e-05
81.0509 32.8563 1.21607e-05 1.19466e-07 -2.46961e-05
80.9111 32.7046 6.95459e-06 3.46584e-08 -2.47906e-05
81.2377 32.8238 1.08997e-05 1.16163e-07 -2.46065e-05
78.5975 32.849 1.16462e-05 -1.51548e-07 -2.59111e-05
78.7692 32.8268 1.10133e-05 -1.17041e-07 -2.58161e-05
80.0113 32.8536 1.24119e-05 1.69131e-09 -2.5208e-05
51.3502 39.3887 0.000119935 0.000106668 4.20197e-05
84.9703 32.6551 2.17906e-06 8.85037e-08 -2.19701e-05
84.897 32.822 4.97697e-06 3.72965e-07 -2.19316e-05
84.7385 32.8432 5.72386e-06 4.17199e-07 -2.20812e-05
84.4188 32.8279 6.1632e-06 3.68287e-07 -2.24043e-05
84.5689 32.8666 6.58557e-06 4.66737e-07 -2.22351e-05
84.253 32.7812 5.53448e-06 2.65963e-07 -2.25884e-05
84.0829 32.6922 3.922e-06 1.22073e-07 -2.27956e-05
83.3864 32.7875 7.19874e-06 2.35248e-07 -2.33018e-05
83.7336 32.8122 7.21675e-06 2.98737e-07 -2.30173e-05
83.5673 32.8287 7.94443e-06 3.19217e-07 -2.31405e-05
83.7773 32.657 3.486e-06 7.73435e-08 -2.30731e-05
82.0399 32.8622 1.14029e-05 2.34977e-07 -2.41582e-05
81.8759 32.7065 6.52405e-06 7.16083e-08 -2.43015e-05
82.2292 32.8173 9.72294e-06 1.96853e-07 -2.4062e-05
82.4586 32.6474 4.30273e-06 4.73403e-08 -2.39923e-05
82.4007 32.7954 8.83052e-06 1.83278e-07 -2.39669e-05
81.6498 32.6494 4.80253e-06 3.32575e-08 -2.4439e-05
81.4173 32.8308 1.10052e-05 1.38397e-07 -2.45121e-05
81.5666 32.7944 9.64988e-06 1.21206e-07 -2.44425e-05
80.7555 32.8282 1.13304e-05 7.33248e-08 -2.48482e-05
80.2386 32.8231 1.12994e-05 2.26904e-08 -2.5099e-05
80.4298 32.899 1.39857e-05 6.15659e-08 -2.5002e-05
52.1458 39.4775 6.74153e-05 6.4761e-05 4.46739e-05
52.8241 39.4647 1.00221e-35 -3.45838e-36 4.74791e-05
80.626 32.9631 1.62258e-05 1.19894e-07 -2.48983e-05
36.3146 41.3393 0.000670399 -0.000119338 2.2791e-05
43.5179 38.9682 0.000387102 7.60011e-05 2.81728e-05
42.5532 38.9406 0.000398564 5.56669e-05 2.73028e-05
78.2985 33.022 1.72637e-05 -4.02653e-07 -2.61195e-05
78.4955 33.0674 1.91461e-05 -4.20281e-07 -2.60165e-05
85.1814 32.6468 1.82766e-06 8.01721e-08 -2.1748e-05
85.3333 32.5 5.82696e-38 1.20477e-36 -2.16853e-05
90.0015 32.6717 -9.77028e-37 1.69409e-38 -1.65187e-05
89.8333 32.5 -2.53287e-40 9.14783e-37 -1.64663e-05
89.9112 32.5874 -1.50762e-09 -1.36144e-09 -1.64903e-05
83.9383 32.6565 3.31713e-06 7.92762e-08 -2.29416e-05
87.6667 32.5 -2.42942e-38 1.02273e-36 -1.84094e-05
76.3136 33.5067 2.66359e-05 -2.88143e-06 -2.77212e-05
79.8687 32.9813 1.70457e-05 -2.63142e-08 -2.52788e-05
87.1667 32.5 -1.21718e-38 1.06611e-36 -1.91897e-05
87 32.5 -7.08001e-39 1.08031e-36 -1.94452e-05
87.8333 32.5 -2.69583e-38 1.00849e-36 -1.81539e-05
85.5 32.5 5.1239e-38 1.19402e-36 -2.14915e-05
87.5 32.5 -2.08673e-38 1.03721e-36 -1.86698e-05
83.0922 32.8643 9.80343e-06 3.47355e-07 -2.34788e-05
87.3333 32.5 -1.67966e-38 1.05172e-36 -1.89307e-05
79.0238 33.0902 2.06112e-05 -2.96256e-07 -2.57286e-05
32.2269 42.9003 0.000832635 -0.000269217 2.1066e-05
74.0973 33.8494 1.97262e-05 -6.11728e-06 -3.0255e-05
18.3854 54.7268 0.00294578 6.5424e-05 5.39571e-05
75.6607 33.4748 2.19587e-05 -3.03121e-06 -2.83122e-05
14.8698 60.1372 0.00318301 2.04564e-05 6.12964e-05
15.5932 57.9942 0.00312096 5.83099e-05 5.93484e-05
17.0529 56.4844 0.00306353 6.91783e-05 5.64944e-05
13.3333 62.5 0.0031874 7.31323e-35 6.57117e-05
20.2459 51.7695 0.00262068 1.13448e-05 4.99357e-05
29.9052 44.2574 0.00105039 -0.000339199 2.24664e-05
31.0674 43.5792 0.000933575 -0.000309221 2.14752e-05
34.9526 42.8192 0.000866589 -0.000185326 2.26586e-05
33.7897 43.3228 0.000931396 -0.000231012 2.24564e-05
36.1461 42.4721 0.000829206 -0.000139885 2.31469e-05
37.5436 41.5865 0.000718525 -8.28859e-05 2.36954e-05
38.9608 40.7502 0.000619225 -3.1943e-05 2.44972e-05
39.5975 39.7813 0.000505319 -1.07325e-05 2.49098e-05
49.5834 39.1815 0.000204748 0.000142552 3.72032e-05
46.7851 38.919 0.000297866 0.000127484 3.2026e-05
47.9265 39.3245 0.000298546 0.00015244 3.35916e-05
48.9381 39.7055 0.0002986 0.000172668 3.51149e-05
41.7699 39.3003 0.000444925 4.19608e-05 2.66073e-05
40.6946 39.3941 0.000461444 1.67759e-05 2.57429e-05
45.9095 39.2643 0.0003631 0.000126975 3.06762e-05
44.1073 39.5088 0.000434835 9.84332e-05 2.86127e-05
44.9492 39.4086 0.000404992 0.000113713 2.95093e-05
22.0688 48.911 0.00213175 -0.000107618 4.42959e-05
21.6536 50.583 0.00243518 -6.54653e-05 4.62467e-05
23.6377 48.1781 0.00195828 -0.000202691 3.93314e-05
70.1312 34.1114 -1.49164e-07 1.04854e-06 -3.50094e-05
70.4449 34.0676 -4.85363e-08 1.15799e-06 -3.47672e-05
70.6025 33.8562 -2.51856e-07 1.10186e-06 -3.44267e-05
24.772 47.1157 0.00170537 -0.000270053 3.48518e-05
72.1806 33.847 4.80829e-06 -3.36968e-06 -3.27755e-05
71.5918 33.8436 1.85883e-06 -1.60265e-06 -3.34973e-05
71.9086 33.981 4.61191e-06 -3.33553e-06 -3.31953e-05
72.4947 34.0266 9.27023e-06 -5.45976e-06 -3.24553e-05
73.7897 33.9706 1.96874e-05 -7.07262e-06 -3.0706e-05
74.4038 33.8543 2.25355e-05 -6.20754e-06 -2.98819e-05
74.7835 33.8219 2.49826e-05 -5.87748e-06 -2.94202e-05
73.1798 33.9015 1.28468e-05 -5.8219e-06 -3.14722e-05
72.9241 34.1077 1.43411e-05 -7.20031e-06 -3.19181e-05
71.2717 33.7079 1.50084e-07 -2.54629e-07 -3.37602e-05
75.0355 33.5408 1.9702e-05 -3.66912e-06 -2.89948e-05
70.9777 33.8577 1.68199e-07 2.72874e-07 -3.41366e-05
25.8538 46.0073 0.00143176 -0.000318399 3.01856e-05
26.8284 45.1004 0.00121097 -0.000341184 2.62083e-05
73.5186 34.0711 1.9321e-05 -7.79947e-06 -3.11066e-05
28.2891 44.4071 0.00106205 -0.000349932 2.30795e-05
75.3263 33.496 2.04703e-05 -3.28843e-06 -2.86613e-05
76.9699 33.4923 2.94769e-05 -2.38709e-06 -2.71744e-05
76.6179 33.4466 2.63106e-05 -2.39242e-06 -2.74383e-05
77.3402 33.6297 3.60148e-05 -2.7231e-06 -2.69408e-05
77.9472 33.499 3.35597e-05 -1.69262e-06 -2.64688e-05
77.6663 33.6656 3.87776e-05 -2.56235e-06 -2.67118e-05
76.0222 33.5358 2.58622e-05 -3.21657e-06 -2.7999e-05
78.2071 33.2593 2.54854e-05 -8.77663e-07 -2.62359e-05
69.851 34.2201 3.18145e-36 6.1844e-37 -3.53531e-05
79.6998 33.1048 2.15894e-05 -9.50577e-08 -2.53703e-05
78.7733 33.0895 2.03086e-05 -3.70432e-07 -2.58659e-05
79.2488 33.2186 2.56022e-05 -3.34349e-07 -2.56222e-05
79.5169 33.2671 2.76519e-05 -2.43528e-07 -2.54785e-05
50.5283 39.7136 0.000213267 0.000156749 3.8779e-05
20.3885 54.2398 0.00291238 6.31692e-06 4.97866e-05
82.5614 32.8491 1.02578e-05 2.70327e-07 -2.38437e-05
83.0066 33.0424 1.51879e-05 7.39087e-07 -2.34565e-05
82.7367 32.9696 1.36228e-05 5.13369e-07 -2.3678e-05
83.2435 32.9875 1.29618e-05 6.4017e-07 -2.33068e-05
81.1347 33.0894 2.04056e-05 3.45194e-07 -2.46112e-05
80.8654 32.9927 1.71514e-05 1.86365e-07 -2.47703e-05
81.3406 33.0131 1.74254e-05 3.10004e-07 -2.4512e-05
79.9998 33.1811 2.45105e-05 1.52231e-09 -2.52131e-05
80.2578 33.0461 1.94141e-05 6.88224e-08 -2.50808e-05
51.8791 39.9856 0.000154243 0.000125064 4.19299e-05
51.1847 40.133 0.000227287 0.000165927 3.95029e-05
85.0698 32.8418 4.89946e-06 4.2403e-07 -2.17336e-05
84.9291 33.0241 8.54553e-06 9.70762e-07 -2.1767e-05
84.6993 33.0417 9.73201e-06 1.01563e-06 -2.19953e-05
84.4677 33.0652 1.10932e-05 1.07579e-06 -2.22112e-05
84.2479 32.9777 9.85648e-06 7.5229e-07 -2.24729e-05
84.078 32.8866 8.23334e-06 4.84027e-07 -2.2681e-05
83.8966 32.8676 8.21644e-06 4.24941e-07 -2.28483e-05
83.4454 32.9755 1.21002e-05 6.40487e-07 -2.31583e-05
83.6684 33.0011 1.21706e-05 7.45291e-07 -2.29651e-05
81.9847 33.1024 1.95319e-05 6.19573e-07 -2.41136e-05
81.8692 32.9591 1.48502e-05 3.44244e-07 -2.42266e-05
82.1816 33.0254 1.65402e-05 5.18952e-07 -2.40173e-05
81.7218 32.8958 1.29089e-05 2.37896e-07 -2.43288e-05
82.3885 32.9793 1.46346e-05 4.7179e-07 -2.39037e-05
81.5616 33.0319 1.78035e-05 3.86074e-07 -2.43844e-05
80.5693 33.1539 2.33011e-05 2.13847e-07 -2.49094e-05
52.6092 39.9811 8.75677e-05 7.52243e-05 4.42038e-05
53.269 39.8955 1.07869e-35 -3.55122e-36 4.68049e-05
43.0437 39.8222 0.000488827 7.88187e-05 2.75794e-05
78.5007 33.3076 2.78729e-05 -8.30887e-07 -2.60676e-05
85.2527 32.8165 4.07663e-06 3.67205e-07 -2.15487e-05
85.413 32.68 1.96686e-06 1.2078e-07 -2.14612e-05
89.8233 32.6898 -3.32087e-08 -3.38352e-08 -1.64938e-05
90.0063 32.8549 -1.0419e-36 3.30447e-38 -1.65751e-05
89.6667 32.5 -3.10234e-39 9.11541e-37 -1.64114e-05
87.654 32.6289 -4.32831e-07 2.85484e-08 -1.83847e-05
76.3912 33.7207 3.40157e-05 -4.09005e-06 -2.77479e-05
87.2333 32.6923 -2.10508e-07 9.23406e-08 -1.8991e-05
87.0381 32.6765 -3.22952e-08 8.66452e-08 -1.92896e-05
86.865 32.678 1.46771e-07 9.50607e-08 -1.9543e-05
86.8333 32.5 -1.57191e-39 1.09427e-36 -1.96965e-05
87.8514 32.7088 -7.05099e-07 5.61935e-08 -1.80685e-05
88 32.5 -2.8918e-38 9.94272e-37 -1.78976e-05
85.6231 32.6594 1.47452e-06 9.46528e-08 -2.12274e-05
85.6667 32.5 4.42172e-38 1.18288e-36 -2.12914e-05
87.4437 32.6534 -3.61881e-07 5.05113e-08 -1.86929e-05
79.0397 33.3167 2.91002e-05 -5.46855e-07 -2.57533e-05
32.649 44.0492 0.00104227 -0.000275654 2.27103e-05
74.108 34.1294 2.67312e-05 -8.80608e-06 -3.03766e-05
19.3103 56.8464 0.00311546 2.32229e-05 5.21029e-05
75.7609 33.7695 3.1266e-05 -4.94258e-06 -2.83567e-05
75.4438 33.7266 2.76143e-05 -4.83005e-06 -2.86554e-05
85.8333 32.5 3.72224e-38 1.17136e-36 -2.10842e-05
89.5 32.5 -7.31899e-39 9.106e-37 -1.63917e-05
86.3333 32.5 1.68916e-38 1.13441e-36 -2.04192e-05
88.8333 32.5 -2.52345e-38 9.32637e-37 -1.67889e-05
88.3333 32.5 -3.0336e-38 9.67053e-37 -1.74081e-05
86 32.5 3.03175e-38 1.15939e-36 -2.08685e-05
88.1667 32.5 -3.00745e-38 9.80366e-37 -1.76474e-05
90.0151 33.0487 -1.10933e-36 4.96448e-38 -1.65811e-05
53.7609 40.3149 1.15649e-35 -3.58608e-36 4.5521e-05
86.6667 32.5 4.29918e-39 1.10797e-36 -1.99429e-05
89.3333 32.5 -1.23376e-38 9.12799e-37 -1.64341e-05
89.1667 32.5 -1.72979e-38 9.17204e-37 -1.65136e-05
86.5 32.5 1.04708e-38 1.12138e-36 -2.01844e-05
89 32.5 -2.16394e-38 9.24149e-37 -1.66376e-05
88.6667 32.5 -2.78961e-38 9.42879e-37 -1.69739e-05
88.5 32.5 -2.9605e-38 9.54648e-37 -1.7186e-05
86.1667 32.5 2.35248e-38 1.14707e-36 -2.06467e-05
82.3294 33.1937 2.18515e-05 9.47226e-07 -2.38647e-05
27.9572 45.5285 0.00131336 -0.000355264 2.60573e-05
88.4415 32.6297 -5.93556e-07 -5.80481e-09 -1.72663e-05
17.9656 59.5665 0.00321264 1.485e-05 5.51238e-05
16.6667 62.5 0.0031874 6.57537e-35 5.91212e-05
22.3614 52.6112 0.00271701 -7.29918e-05 4.53011e-05
29.2787 45.684 0.00134437 -0.00035252 2.54801e-05
31.7685 45.0266 0.00121525 -0.000307513 2.37962e-05
30.6148 45.9191 0.00138712 -0.000333403 2.52506e-05
35.5375 44.1803 0.00108925 -0.000177957 2.37698e-05
33.7468 45.2501 0.00126119 -0.000247687 2.41556e-05
37.2461 43.1116 0.000934579 -0.000105857 2.39631e-05
38.6941 42.2177 0.000813312 -4.73613e-05 2.45045e-05
40.2779 40.4318 0.000582159 7.9119e-06 2.54106e-05
39.8859 41.4626 0.000713344 -4.09746e-06 2.51392e-05
49.8798 40.2593 0.00032465 0.000197672 3.61965e-05
47.3113 39.9479 0.000397284 0.000170657 3.21501e-05
46.5129 40.1528 0.00045035 0.000164606 3.09486e-05
48.2282 40.2917 0.00040677 0.000194993 3.31689e-05
48.9581 40.7955 0.000448383 0.000222822 3.35996e-05
42.0934 40.4939 0.00058038 6.10636e-05 2.6692e-05
41.2287 40.2186 0.00055332 3.44285e-05 2.60984e-05
45.438 40.2967 0.000498966 0.00014621 2.96316e-05
44.2926 40.4402 0.000542561 0.000121193 2.84742e-05
23.5533 50.3278 0.00236409 -0.000158095 4.15474e-05
25.0638 48.9441 0.00208342 -0.000245805 3.68812e-05
70.0848 34.4491 -1.45531e-08 8.45521e-07 -3.56471e-05
70.4449 34.3729 5.42649e-07 6.19572e-07 -3.51776e-05
70.8343 34.1894 1.08906e-06 -8.80865e-08 -3.45704e-05
26.1025 47.5879 0.00178755 -0.000305132 3.28628e-05
72.065 34.2685 9.25957e-06 -5.99936e-06 -3.31591e-05
71.2975 34.0967 2.39201e-06 -1.59645e-06 -3.40037e-05
71.6692 34.1919 5.30438e-06 -3.73025e-06 -3.36289e-05
72.3794 34.3908 1.41897e-05 -8.39046e-06 -3.28024e-05
72.7309 34.3787 1.76865e-05 -9.45076e-06 -3.23175e-05
73.7705 34.4091 3.0528e-05 -1.17661e-05 -3.09348e-05
74.5271 34.1134 3.0629e-05 -8.66474e-06 -2.98579e-05
75.1584 33.8749 2.96522e-05 -6.17624e-06 -2.90295e-05
74.9117 34.1543 3.57919e-05 -8.93469e-06 -2.94301e-05
73.3137 34.2916 2.21971e-05 -9.82443e-06 -3.14846e-05
73.0784 34.5034 2.45293e-05 -1.18307e-05 -3.19027e-05
27.0556 46.5157 0.0015398 -0.000340333 2.92904e-05
76.7545 33.8439 4.06335e-05 -4.50184e-06 -2.74837e-05
77.0507 33.7956 4.06311e-05 -3.87057e-06 -2.72209e-05
77.5656 33.964 4.9962e-05 -4.0967e-06 -2.68716e-05
77.2984 33.947 4.78173e-05 -4.40749e-06 -2.70742e-05
78.2535 33.6136 3.88957e-05 -1.78346e-06 -2.6293e-05
77.9288 33.8219 4.59565e-05 -2.90578e-06 -2.65652e-05
76.109 33.8868 3.76856e-05 -5.50932e-06 -2.80742e-05
69.7982 34.4988 3.43041e-36 7.58624e-37 -3.60199e-05
79.7393 33.3868 3.241e-05 -1.72823e-07 -2.53596e-05
78.7763 33.3944 3.16701e-05 -8.28279e-07 -2.59195e-05
79.3864 33.4836 3.60075e-05 -4.99793e-07 -2.55699e-05
50.8348 40.8149 0.000356378 0.000218188 3.68518e-05
21.8517 56.6252 0.00310217 -2.13611e-05 4.69607e-05
22.3195 54.6441 0.00294113 -4.78589e-05 4.58367e-05
82.5651 33.1486 1.97149e-05 9.08493e-07 -2.3723e-05
82.8369 33.1554 1.91563e-05 1.01511e-06 -2.35313e-05
83.1192 33.2722 2.18874e-05 1.51346e-06 -2.32715e-05
83.4674 33.1927 1.81651e-05 1.33915e-06 -2.30331e-05
80.8661 33.2718 2.74922e-05 4.4619e-07 -2.47326e-05
81.4218 33.2486 2.582e-05 6.84733e-07 -2.44162e-05
81.1421 33.3568 3.03568e-05 7.16844e-07 -2.45605e-05
80.2967 33.3314 3.02299e-05 1.78689e-07 -2.50472e-05
80.0236 33.5156 3.75885e-05 2.40101e-08 -2.51988e-05
51.7589 40.7545 0.000285175 0.000190463 3.88483e-05
52.4593 40.5929 0.000199976 0.000144381 4.10309e-05
85.2001 33.021 7.50537e-06 9.73722e-07 -2.14736e-05
85.1412 33.2205 1.14782e-05 1.82435e-06 -2.14159e-05
84.8535 33.2486 1.34929e-05 1.92931e-06 -2.1711e-05
84.6158 33.2518 1.4739e-05 1.90241e-06 -2.19553e-05
84.3996 33.3419 1.80544e-05 2.30631e-06 -2.21224e-05
84.2559 33.1712 1.44333e-05 1.45982e-06 -2.23536e-05
84.0221 33.0858 1.32099e-05 1.08022e-06 -2.26155e-05
83.8002 33.1544 1.58275e-05 1.28663e-06 -2.2774e-05
81.7791 33.2359 2.46548e-05 8.23017e-07 -2.42039e-05
82.1125 33.2738 2.51985e-05 1.06781e-06 -2.39831e-05
80.5958 33.4505 3.4704e-05 4.60234e-07 -2.48692e-05
53.0957 40.4462 0.000109895 8.42177e-05 4.31688e-05
43.2184 40.8046 0.000606656 9.73472e-05 2.74642e-05
78.5287 33.5603 3.75705e-05 -1.37487e-06 -2.61025e-05
85.3922 32.9079 5.05868e-06 6.06142e-07 -2.13273e-05
85.5526 32.8622 3.97805e-06 4.79774e-07 -2.11693e-05
89.6608 32.7196 -1.34183e-07 -8.43234e-08 -1.64758e-05
89.8013 32.9023 -9.72732e-08 -1.7042e-07 -1.6506e-05
89.4873 32.6761 -2.2421e-07 -7.03669e-08 -1.64708e-05
87.5958 32.8011 -5.72248e-07 1.68973e-07 -1.84088e-05
76.4639 34.0179 4.50079e-05 -6.06915e-06 -2.77991e-05
87.2396 32.9355 2.64782e-07 4.70301e-07 -1.8863e-05
87.4014 32.8388 -2.81788e-07 2.55005e-07 -1.8675e-05
87.0745 32.86 3.36405e-07 3.51536e-07 -1.91391e-05
86.8901 32.8835 8.18034e-07 4.3153e-07 -1.93905e-05
86.6932 32.6741 3.22516e-07 9.65183e-08 -1.97942e-05
86.7313 32.8508 1.00189e-06 3.82147e-07 -1.96339e-05
88.0867 32.6862 -7.50164e-07 2.42497e-08 -1.77377e-05
87.704 32.9317 -6.02683e-07 3.12836e-07 -1.82065e-05
88.0472 32.8666 -1.01621e-06 1.20636e-07 -1.77523e-05
87.8911 32.9233 -8.61792e-07 2.2992e-07 -1.79483e-05
85.7372 32.7895 2.66702e-06 3.06889e-07 -2.09959e-05
85.8711 32.6624 1.2099e-06 9.71602e-08 -2.09173e-05
79.0268 33.5676 3.88918e-05 -9.26235e-07 -2.57931e-05
74.2258 34.399 3.57277e-05 -1.18577e-05 -3.03529e-05
20.5274 58.9703 0.00321226 1.04946e-06 4.97392e-05
75.8527 34.092 4.27042e-05 -7.46524e-06 -2.84041e-05
75.4862 34.0331 3.74379e-05 -7.32782e-06 -2.87517e-05
86.3367 32.6374 5.4454e-07 6.5751e-08 -2.03191e-05
88.8539 32.67 -6.26981e-07 -4.27025e-08 -1.68133e-05
88.2656 32.6717 -7.39707e-07 6.41876e-09 -1.74956e-05
86.1074 32.6444 8.11745e-07 7.51399e-08 -2.06242e-05
89.8651 33.1073 -8.0944e-08 -2.76641e-07 -1.64944e-05
90.0286 33.2559 -1.17648e-36 6.73959e-38 -1.65012e-05
53.5846 40.8005 0.000120706 8.39028e-05 4.20565e-05
54.3 40.7165 1.23659e-35 -3.52958e-36 4.35141e-05
86.5248 32.6756 5.18496e-07 1.02706e-07 -2.00324e-05
89.276 32.6762 -3.81261e-07 -7.13118e-08 -1.65268e-05
89.0823 32.66 -4.78096e-07 -5.24703e-08 -1.66286e-05
88.606 32.6844 -7.56813e-07 -2.571e-08 -1.70724e-05
82.4134 33.4186 2.93909e-05 1.68203e-06 -2.37333e-05
28.5235 46.8219 0.00158727 -0.000346652 2.80642e-05
88.4066 32.7816 -1.03562e-06 -6.67242e-09 -1.73072e-05
69.7335 34.7934 3.70199e-36 9.14851e-37 -3.67869e-05
88.7016 32.8176 -1.05066e-06 -8.59818e-08 -1.69764e-05
88.8492 32.892 -1.08702e-06 -1.71233e-07 -1.68373e-05
86.2315 32.7769 1.55834e-06 2.68074e-07 -2.03683e-05
20 62.5 0.0031874 5.67853e-35 5.11112e-05
24.3231 52.3655 0.00265057 -0.000141757 4.11317e-05
24.2668 54.8928 0.00293512 -8.78609e-05 4.20639e-05
30.024 47.6826 0.00173335 -0.000323309 2.80322e-05
32.1006 46.8399 0.00155049 -0.00029318 2.58976e-05
35.4145 46.2917 0.00143765 -0.000186679 2.50205e-05
37.0976 44.7872 0.00119343 -0.000119679 2.4504e-05
33.7512 47.2973 0.00161644 -0.000240286 2.58777e-05
38.5483 43.7513 0.00103692 -5.83757e-05 2.46801e-05
39.9529 42.7 0.000884374 -2.13404e-06 2.51758e-05
41.1091 41.5176 0.000718439 3.69857e-05 2.58811e-05
49.9559 41.395 0.000500925 0.000254328 3.39835e-05
47.5305 41.095 0.000547249 0.000214375 3.13117e-05
46.1391 41.2158 0.00060521 0.000186584 2.97348e-05
48.8213 41.7549 0.000607766 0.000258949 3.19433e-05
42.4559 41.6044 0.000721282 8.25234e-05 2.67123e-05
44.8832 41.4226 0.000662355 0.000156601 2.85059e-05
43.8035 41.7258 0.000722682 0.00012814 2.75642e-05
25.7067 50.8755 0.00240154 -0.000215349 3.74861e-05
26.7831 49.4081 0.00212636 -0.000277128 3.4205e-05
70.0136 34.7962 2.3482e-07 2.93808e-07 -3.63962e-05
70.4093 34.7303 1.5841e-06 -6.33242e-07 -3.57421e-05
70.8198 34.6098 3.33814e-06 -2.05906e-06 -3.50547e-05
71.1843 34.4552 4.57485e-06 -3.08522e-06 -3.44367e-05
27.7517 47.9477 0.00182791 -0.000324328 3.07427e-05
71.6191 34.5324 8.94657e-06 -6.1728e-06 -3.39279e-05
72.1126 34.7666 1.83087e-05 -1.14938e-05 -3.33971e-05
72.5199 34.7524 2.33273e-05 -1.32338e-05 -3.28047e-05
72.8973 34.8219 3.03537e-05 -1.55833e-05 -3.22988e-05
73.4549 34.7614 3.6638e-05 -1.60291e-05 -3.15044e-05
74.0365 34.8604 4.83983e-05 -1.80044e-05 -3.07772e-05
74.6343 34.4427 4.20304e-05 -1.22943e-05 -2.98758e-05
75.2385 34.3248 4.48776e-05 -1.04547e-05 -2.91395e-05
74.9521 34.5683 5.02993e-05 -1.3572e-05 -2.95531e-05
77.0499 34.1549 5.45616e-05 -6.12578e-06 -2.73391e-05
76.7056 34.275 5.68778e-05 -7.66989e-06 -2.76718e-05
77.3949 34.3333 6.44175e-05 -6.62634e-06 -2.71027e-05
77.805 34.1752 6.00278e-05 -4.78268e-06 -2.6741e-05
78.1857 34.0113 5.48135e-05 -3.29186e-06 -2.64256e-05
78.4966 33.8992 5.12161e-05 -2.37387e-06 -2.61882e-05
76.2611 34.2922 5.37917e-05 -8.64343e-06 -2.80852e-05
79.7309 33.6838 4.44083e-05 -3.09718e-07 -2.53762e-05
78.7514 33.724 4.46667e-05 -1.53717e-06 -2.59893e-05
79.238 33.7244 4.56144e-05 -9.41665e-07 -2.56814e-05
79.4901 33.8046 4.9297e-05 -7.09625e-07 -2.55299e-05
50.7808 41.8782 0.000551035 0.00027544 3.38309e-05
51.5541 41.6005 0.000456583 0.000251897 3.55855e-05
23.5785 58.2734 0.00317281 -2.75537e-05 4.36136e-05
82.7677 33.4268 2.8346e-05 1.93749e-06 -2.34747e-05
83.0646 33.556 3.1449e-05 2.7183e-06 -2.31983e-05
83.3739 33.4884 2.76612e-05 2.59653e-06 -2.2975e-05
83.7172 33.408 2.34263e-05 2.38106e-06 -2.272e-05
80.9134 33.602 4.03596e-05 9.31485e-07 -2.46636e-05
81.5756 33.4638 3.35663e-05 1.23005e-06 -2.42752e-05
81.2862 33.5655 3.81917e-05 1.22291e-06 -2.44377e-05
80.3071 33.6794 4.41999e-05 3.60721e-07 -2.50262e-05
80.0054 33.8828 5.29101e-05 1.47685e-08 -2.52088e-05
52.3845 41.3791 0.000357015 0.000213282 3.74697e-05
53.0934 41.1928 0.00025775 0.000162467 3.92259e-05
85.4632 33.1399 8.48114e-06 1.46021e-06 -2.10969e-05
